video_time,dataset_src,key,url,span,video_id
10.0,vggsound,--Q8wkZvDZE_150,https://www.youtube.com/watch?v=--Q8wkZvDZE,"[""00:02:30.000"", ""00:02:40.000""]",--Q8wkZvDZE
10.0,vggsound,--QVnZXkb_Y_74,https://www.youtube.com/watch?v=--QVnZXkb_Y,"[""00:01:14.000"", ""00:01:24.000""]",--QVnZXkb_Y
10.0,vggsound,--QVnZXkb_Y_98,https://www.youtube.com/watch?v=--QVnZXkb_Y,"[""00:01:38.000"", ""00:01:48.000""]",--QVnZXkb_Y
10.0,vggsound,--R3QLObQ5I_319,https://www.youtube.com/watch?v=--R3QLObQ5I,"[""00:05:19.000"", ""00:05:29.000""]",--R3QLObQ5I
10.0,vggsound,--SQyOb8eS0_30,https://www.youtube.com/watch?v=--SQyOb8eS0,"[""00:00:30.000"", ""00:00:40.000""]",--SQyOb8eS0
10.0,vggsound,--SvivLlKLU_137,https://www.youtube.com/watch?v=--SvivLlKLU,"[""00:02:17.000"", ""00:02:27.000""]",--SvivLlKLU
10.0,vggsound,--SvivLlKLU_662,https://www.youtube.com/watch?v=--SvivLlKLU,"[""00:11:02.000"", ""00:11:12.000""]",--SvivLlKLU
10.0,vggsound,--TF_YkxfvQ_1,https://www.youtube.com/watch?v=--TF_YkxfvQ,"[""00:00:01.000"", ""00:00:11.000""]",--TF_YkxfvQ
10.0,vggsound,--TF_YkxfvQ_12,https://www.youtube.com/watch?v=--TF_YkxfvQ,"[""00:00:12.000"", ""00:00:22.000""]",--TF_YkxfvQ
10.0,vggsound,--TKJIv9aY4_210,https://www.youtube.com/watch?v=--TKJIv9aY4,"[""00:03:30.000"", ""00:03:40.000""]",--TKJIv9aY4
10.0,vggsound,--TKJIv9aY4_282,https://www.youtube.com/watch?v=--TKJIv9aY4,"[""00:04:42.000"", ""00:04:52.000""]",--TKJIv9aY4
10.0,vggsound,--U7joUcTCo_0,https://www.youtube.com/watch?v=--U7joUcTCo,"[""00:00:00.000"", ""00:00:10.000""]",--U7joUcTCo
10.0,vggsound,--UE437qBIo_1,https://www.youtube.com/watch?v=--UE437qBIo,"[""00:00:01.000"", ""00:00:11.000""]",--UE437qBIo
10.0,vggsound,--UQXuZfbFY_44,https://www.youtube.com/watch?v=--UQXuZfbFY,"[""00:00:44.000"", ""00:00:54.000""]",--UQXuZfbFY
10.0,vggsound,--UQXuZfbFY_59,https://www.youtube.com/watch?v=--UQXuZfbFY,"[""00:00:59.000"", ""00:01:09.000""]",--UQXuZfbFY
10.0,vggsound,--UgnJTCTqg_0,https://www.youtube.com/watch?v=--UgnJTCTqg,"[""00:00:00.000"", ""00:00:10.000""]",--UgnJTCTqg
10.0,vggsound,--UgnJTCTqg_101,https://www.youtube.com/watch?v=--UgnJTCTqg,"[""00:01:41.000"", ""00:01:51.000""]",--UgnJTCTqg
10.0,vggsound,--XInAaMS6k_61,https://www.youtube.com/watch?v=--XInAaMS6k,"[""00:01:01.000"", ""00:01:11.000""]",--XInAaMS6k
10.0,vggsound,--XInAaMS6k_72,https://www.youtube.com/watch?v=--XInAaMS6k,"[""00:01:12.000"", ""00:01:22.000""]",--XInAaMS6k
10.0,vggsound,--Z4X0SQxBc_290,https://www.youtube.com/watch?v=--Z4X0SQxBc,"[""00:04:50.000"", ""00:05:00.000""]",--Z4X0SQxBc
10.0,vggsound,--ZHUMfueO0_30,https://www.youtube.com/watch?v=--ZHUMfueO0,"[""00:00:30.000"", ""00:00:40.000""]",--ZHUMfueO0
10.0,vggsound,--_K9nQrmDU_30,https://www.youtube.com/watch?v=--_K9nQrmDU,"[""00:00:30.000"", ""00:00:40.000""]",--_K9nQrmDU
10.0,vggsound,--bvmgIdDC8_30,https://www.youtube.com/watch?v=--bvmgIdDC8,"[""00:00:30.000"", ""00:00:40.000""]",--bvmgIdDC8
10.0,vggsound,--byNAHo7tQ_0,https://www.youtube.com/watch?v=--byNAHo7tQ,"[""00:00:00.000"", ""00:00:10.000""]",--byNAHo7tQ
10.0,vggsound,--dMUrmpeqc_30,https://www.youtube.com/watch?v=--dMUrmpeqc,"[""00:00:30.000"", ""00:00:40.000""]",--dMUrmpeqc
10.0,vggsound,--f4Zx92FcY_30,https://www.youtube.com/watch?v=--f4Zx92FcY,"[""00:00:30.000"", ""00:00:40.000""]",--f4Zx92FcY
10.0,vggsound,--gJvz9RrfA_13,https://www.youtube.com/watch?v=--gJvz9RrfA,"[""00:00:13.000"", ""00:00:23.000""]",--gJvz9RrfA
10.0,vggsound,--i-y1v8Hy8_0,https://www.youtube.com/watch?v=--i-y1v8Hy8,"[""00:00:00.000"", ""00:00:10.000""]",--i-y1v8Hy8
10.0,vggsound,--iY3Bf4hDg_30,https://www.youtube.com/watch?v=--iY3Bf4hDg,"[""00:00:30.000"", ""00:00:40.000""]",--iY3Bf4hDg
10.0,vggsound,--nzKFQ7Myg_109,https://www.youtube.com/watch?v=--nzKFQ7Myg,"[""00:01:49.000"", ""00:01:59.000""]",--nzKFQ7Myg
10.0,vggsound,--q1RQWxQog_93,https://www.youtube.com/watch?v=--q1RQWxQog,"[""00:01:33.000"", ""00:01:43.000""]",--q1RQWxQog
10.0,vggsound,--qEoNMshyY_37,https://www.youtube.com/watch?v=--qEoNMshyY,"[""00:00:37.000"", ""00:00:47.000""]",--qEoNMshyY
10.0,vggsound,--qXTWmzUKA_30,https://www.youtube.com/watch?v=--qXTWmzUKA,"[""00:00:30.000"", ""00:00:40.000""]",--qXTWmzUKA
10.0,vggsound,--rs27ZwZ9M_22,https://www.youtube.com/watch?v=--rs27ZwZ9M,"[""00:00:22.000"", ""00:00:32.000""]",--rs27ZwZ9M
10.0,vggsound,--rs27ZwZ9M_189,https://www.youtube.com/watch?v=--rs27ZwZ9M,"[""00:03:09.000"", ""00:03:19.000""]",--rs27ZwZ9M
10.0,vggsound,--veKG73Di4_39,https://www.youtube.com/watch?v=--veKG73Di4,"[""00:00:39.000"", ""00:00:49.000""]",--veKG73Di4
10.0,vggsound,--veKG73Di4_83,https://www.youtube.com/watch?v=--veKG73Di4,"[""00:01:23.000"", ""00:01:33.000""]",--veKG73Di4
10.0,vggsound,--vpnMyh30c_83,https://www.youtube.com/watch?v=--vpnMyh30c,"[""00:01:23.000"", ""00:01:33.000""]",--vpnMyh30c
10.0,vggsound,--xDffQ9Mwo_30,https://www.youtube.com/watch?v=--xDffQ9Mwo,"[""00:00:30.000"", ""00:00:40.000""]",--xDffQ9Mwo
10.0,vggsound,--xJurJrYQg_220,https://www.youtube.com/watch?v=--xJurJrYQg,"[""00:03:40.000"", ""00:03:50.000""]",--xJurJrYQg
10.0,vggsound,--yJcmmwiMc_30,https://www.youtube.com/watch?v=--yJcmmwiMc,"[""00:00:30.000"", ""00:00:40.000""]",--yJcmmwiMc
10.0,vggsound,--z8JpdDKr0_249,https://www.youtube.com/watch?v=--z8JpdDKr0,"[""00:04:09.000"", ""00:04:19.000""]",--z8JpdDKr0
10.0,vggsound,--zLzL0sq3M_30,https://www.youtube.com/watch?v=--zLzL0sq3M,"[""00:00:30.000"", ""00:00:40.000""]",--zLzL0sq3M
10.0,vggsound,--zOG2GRGY4_4,https://www.youtube.com/watch?v=--zOG2GRGY4,"[""00:00:04.000"", ""00:00:14.000""]",--zOG2GRGY4
10.0,vggsound,--zOG2GRGY4_14,https://www.youtube.com/watch?v=--zOG2GRGY4,"[""00:00:14.000"", ""00:00:24.000""]",--zOG2GRGY4
10.0,vggsound,-00nar1nEPc_33,https://www.youtube.com/watch?v=-00nar1nEPc,"[""00:00:33.000"", ""00:00:43.000""]",-00nar1nEPc
10.0,vggsound,-011qJFjM4M_56,https://www.youtube.com/watch?v=-011qJFjM4M,"[""00:00:56.000"", ""00:01:06.000""]",-011qJFjM4M
10.0,vggsound,-011qJFjM4M_96,https://www.youtube.com/watch?v=-011qJFjM4M,"[""00:01:36.000"", ""00:01:46.000""]",-011qJFjM4M
10.0,vggsound,-021-GT2EIM_174,https://www.youtube.com/watch?v=-021-GT2EIM,"[""00:02:54.000"", ""00:03:04.000""]",-021-GT2EIM
10.0,vggsound,-021-GT2EIM_224,https://www.youtube.com/watch?v=-021-GT2EIM,"[""00:03:44.000"", ""00:03:54.000""]",-021-GT2EIM
10.0,vggsound,-03Hd0MBgQY_0,https://www.youtube.com/watch?v=-03Hd0MBgQY,"[""00:00:00.000"", ""00:00:10.000""]",-03Hd0MBgQY
10.0,vggsound,-03N_1zOM4E_239,https://www.youtube.com/watch?v=-03N_1zOM4E,"[""00:03:59.000"", ""00:04:09.000""]",-03N_1zOM4E
10.0,vggsound,-03N_1zOM4E_337,https://www.youtube.com/watch?v=-03N_1zOM4E,"[""00:05:37.000"", ""00:05:47.000""]",-03N_1zOM4E
10.0,vggsound,-0BIyqJj9ZU_30,https://www.youtube.com/watch?v=-0BIyqJj9ZU,"[""00:00:30.000"", ""00:00:40.000""]",-0BIyqJj9ZU
10.0,vggsound,-0DIFwkUpjQ_50,https://www.youtube.com/watch?v=-0DIFwkUpjQ,"[""00:00:50.000"", ""00:01:00.000""]",-0DIFwkUpjQ
10.0,vggsound,-0HTFjyC-SI_7,https://www.youtube.com/watch?v=-0HTFjyC-SI,"[""00:00:07.000"", ""00:00:17.000""]",-0HTFjyC-SI
10.0,vggsound,-0HxntVOLW4_508,https://www.youtube.com/watch?v=-0HxntVOLW4,"[""00:08:28.000"", ""00:08:38.000""]",-0HxntVOLW4
10.0,vggsound,-0KPtvNQwSU_188,https://www.youtube.com/watch?v=-0KPtvNQwSU,"[""00:03:08.000"", ""00:03:18.000""]",-0KPtvNQwSU
10.0,vggsound,-0KgYgXKFXs_30,https://www.youtube.com/watch?v=-0KgYgXKFXs,"[""00:00:30.000"", ""00:00:40.000""]",-0KgYgXKFXs
10.0,vggsound,-0LtujdJBYA_85,https://www.youtube.com/watch?v=-0LtujdJBYA,"[""00:01:25.000"", ""00:01:35.000""]",-0LtujdJBYA
10.0,vggsound,-0MDgdtkV0k_10,https://www.youtube.com/watch?v=-0MDgdtkV0k,"[""00:00:10.000"", ""00:00:20.000""]",-0MDgdtkV0k
10.0,vggsound,-0MDgdtkV0k_44,https://www.youtube.com/watch?v=-0MDgdtkV0k,"[""00:00:44.000"", ""00:00:54.000""]",-0MDgdtkV0k
10.0,vggsound,-0NxpZlO348_30,https://www.youtube.com/watch?v=-0NxpZlO348,"[""00:00:30.000"", ""00:00:40.000""]",-0NxpZlO348
10.0,vggsound,-0SIsA5l5Eg_30,https://www.youtube.com/watch?v=-0SIsA5l5Eg,"[""00:00:30.000"", ""00:00:40.000""]",-0SIsA5l5Eg
10.0,vggsound,-0SQayvXyIQ_110,https://www.youtube.com/watch?v=-0SQayvXyIQ,"[""00:01:50.000"", ""00:02:00.000""]",-0SQayvXyIQ
10.0,vggsound,-0TTFAArJ9k_30,https://www.youtube.com/watch?v=-0TTFAArJ9k,"[""00:00:30.000"", ""00:00:40.000""]",-0TTFAArJ9k
10.0,vggsound,-0U3c4PN8sc_30,https://www.youtube.com/watch?v=-0U3c4PN8sc,"[""00:00:30.000"", ""00:00:40.000""]",-0U3c4PN8sc
10.0,vggsound,-0UQF2s0VYI_0,https://www.youtube.com/watch?v=-0UQF2s0VYI,"[""00:00:00.000"", ""00:00:10.000""]",-0UQF2s0VYI
10.0,vggsound,-0UuUoXQUoI_107,https://www.youtube.com/watch?v=-0UuUoXQUoI,"[""00:01:47.000"", ""00:01:57.000""]",-0UuUoXQUoI
10.0,vggsound,-0UyIRbzhlw_26,https://www.youtube.com/watch?v=-0UyIRbzhlw,"[""00:00:26.000"", ""00:00:36.000""]",-0UyIRbzhlw
10.0,vggsound,-0VEyRPpHcY_181,https://www.youtube.com/watch?v=-0VEyRPpHcY,"[""00:03:01.000"", ""00:03:11.000""]",-0VEyRPpHcY
10.0,vggsound,-0VKonoRviE_197,https://www.youtube.com/watch?v=-0VKonoRviE,"[""00:03:17.000"", ""00:03:27.000""]",-0VKonoRviE
10.0,vggsound,-0VKonoRviE_209,https://www.youtube.com/watch?v=-0VKonoRviE,"[""00:03:29.000"", ""00:03:39.000""]",-0VKonoRviE
10.0,vggsound,-0VQXloTkoo_32,https://www.youtube.com/watch?v=-0VQXloTkoo,"[""00:00:32.000"", ""00:00:42.000""]",-0VQXloTkoo
10.0,vggsound,-0WZoijgWto_30,https://www.youtube.com/watch?v=-0WZoijgWto,"[""00:00:30.000"", ""00:00:40.000""]",-0WZoijgWto
10.0,vggsound,-0WfESRV74k_0,https://www.youtube.com/watch?v=-0WfESRV74k,"[""00:00:00.000"", ""00:00:10.000""]",-0WfESRV74k
10.0,vggsound,-0WxMOK3X5M_16,https://www.youtube.com/watch?v=-0WxMOK3X5M,"[""00:00:16.000"", ""00:00:26.000""]",-0WxMOK3X5M
10.0,vggsound,-0WxMOK3X5M_59,https://www.youtube.com/watch?v=-0WxMOK3X5M,"[""00:00:59.000"", ""00:01:09.000""]",-0WxMOK3X5M
10.0,vggsound,-0X1juZHG6I_30,https://www.youtube.com/watch?v=-0X1juZHG6I,"[""00:00:30.000"", ""00:00:40.000""]",-0X1juZHG6I
10.0,vggsound,-0Y5M39myZY_30,https://www.youtube.com/watch?v=-0Y5M39myZY,"[""00:00:30.000"", ""00:00:40.000""]",-0Y5M39myZY
10.0,vggsound,-0YaPPvFmC8_30,https://www.youtube.com/watch?v=-0YaPPvFmC8,"[""00:00:30.000"", ""00:00:40.000""]",-0YaPPvFmC8
10.0,vggsound,-0ZYW2yXKp8_22,https://www.youtube.com/watch?v=-0ZYW2yXKp8,"[""00:00:22.000"", ""00:00:32.000""]",-0ZYW2yXKp8
10.0,vggsound,-0ZYW2yXKp8_32,https://www.youtube.com/watch?v=-0ZYW2yXKp8,"[""00:00:32.000"", ""00:00:42.000""]",-0ZYW2yXKp8
10.0,vggsound,-0Zg_dXR_6I_13,https://www.youtube.com/watch?v=-0Zg_dXR_6I,"[""00:00:13.000"", ""00:00:23.000""]",-0Zg_dXR_6I
10.0,vggsound,-0_vEaaXndY_11,https://www.youtube.com/watch?v=-0_vEaaXndY,"[""00:00:11.000"", ""00:00:21.000""]",-0_vEaaXndY
10.0,vggsound,-0aiCtGjNXE_30,https://www.youtube.com/watch?v=-0aiCtGjNXE,"[""00:00:30.000"", ""00:00:40.000""]",-0aiCtGjNXE
10.0,vggsound,-0dzLw4NyrM_596,https://www.youtube.com/watch?v=-0dzLw4NyrM,"[""00:09:56.000"", ""00:10:06.000""]",-0dzLw4NyrM
10.0,vggsound,-0gYWIOfqdM_46,https://www.youtube.com/watch?v=-0gYWIOfqdM,"[""00:00:46.000"", ""00:00:56.000""]",-0gYWIOfqdM
10.0,vggsound,-0hh8Yp02FU_49,https://www.youtube.com/watch?v=-0hh8Yp02FU,"[""00:00:49.000"", ""00:00:59.000""]",-0hh8Yp02FU
10.0,vggsound,-0iEMffOYwo_5,https://www.youtube.com/watch?v=-0iEMffOYwo,"[""00:00:05.000"", ""00:00:15.000""]",-0iEMffOYwo
10.0,vggsound,-0jbsobEJg8_0,https://www.youtube.com/watch?v=-0jbsobEJg8,"[""00:00:00.000"", ""00:00:10.000""]",-0jbsobEJg8
10.0,vggsound,-0jbsobEJg8_22,https://www.youtube.com/watch?v=-0jbsobEJg8,"[""00:00:22.000"", ""00:00:32.000""]",-0jbsobEJg8
10.0,vggsound,-0jeONf82dE_21,https://www.youtube.com/watch?v=-0jeONf82dE,"[""00:00:21.000"", ""00:00:31.000""]",-0jeONf82dE
10.0,vggsound,-0jvUCuqxow_15,https://www.youtube.com/watch?v=-0jvUCuqxow,"[""00:00:15.000"", ""00:00:25.000""]",-0jvUCuqxow
10.0,vggsound,-0kJ0SVWD7E_30,https://www.youtube.com/watch?v=-0kJ0SVWD7E,"[""00:00:30.000"", ""00:00:40.000""]",-0kJ0SVWD7E
10.0,vggsound,-0legLrA6Ns_51,https://www.youtube.com/watch?v=-0legLrA6Ns,"[""00:00:51.000"", ""00:01:01.000""]",-0legLrA6Ns
10.0,vggsound,-0legLrA6Ns_61,https://www.youtube.com/watch?v=-0legLrA6Ns,"[""00:01:01.000"", ""00:01:11.000""]",-0legLrA6Ns
10.0,vggsound,-0lrq0dgfnQ_15,https://www.youtube.com/watch?v=-0lrq0dgfnQ,"[""00:00:15.000"", ""00:00:25.000""]",-0lrq0dgfnQ
10.0,vggsound,-0lrq0dgfnQ_26,https://www.youtube.com/watch?v=-0lrq0dgfnQ,"[""00:00:26.000"", ""00:00:36.000""]",-0lrq0dgfnQ
10.0,vggsound,-0m2awVIc8A_15,https://www.youtube.com/watch?v=-0m2awVIc8A,"[""00:00:15.000"", ""00:00:25.000""]",-0m2awVIc8A
10.0,vggsound,-0mLdC1zRx8_16,https://www.youtube.com/watch?v=-0mLdC1zRx8,"[""00:00:16.000"", ""00:00:26.000""]",-0mLdC1zRx8
10.0,vggsound,-0p7hKXZ1ww_30,https://www.youtube.com/watch?v=-0p7hKXZ1ww,"[""00:00:30.000"", ""00:00:40.000""]",-0p7hKXZ1ww
10.0,vggsound,-0pDdvzuFHg_142,https://www.youtube.com/watch?v=-0pDdvzuFHg,"[""00:02:22.000"", ""00:02:32.000""]",-0pDdvzuFHg
10.0,vggsound,-0pDdvzuFHg_298,https://www.youtube.com/watch?v=-0pDdvzuFHg,"[""00:04:58.000"", ""00:05:08.000""]",-0pDdvzuFHg
10.0,vggsound,-0pJqpNjft4_267,https://www.youtube.com/watch?v=-0pJqpNjft4,"[""00:04:27.000"", ""00:04:37.000""]",-0pJqpNjft4
10.0,vggsound,-0qyuT918Jc_75,https://www.youtube.com/watch?v=-0qyuT918Jc,"[""00:01:15.000"", ""00:01:25.000""]",-0qyuT918Jc
10.0,vggsound,-0u9E3dETG0_52,https://www.youtube.com/watch?v=-0u9E3dETG0,"[""00:00:52.000"", ""00:01:02.000""]",-0u9E3dETG0
10.0,vggsound,-0u9E3dETG0_199,https://www.youtube.com/watch?v=-0u9E3dETG0,"[""00:03:19.000"", ""00:03:29.000""]",-0u9E3dETG0
10.0,vggsound,-0vPFx-wRRI_30,https://www.youtube.com/watch?v=-0vPFx-wRRI,"[""00:00:30.000"", ""00:00:40.000""]",-0vPFx-wRRI
10.0,vggsound,-0xDlYX5LM8_227,https://www.youtube.com/watch?v=-0xDlYX5LM8,"[""00:03:47.000"", ""00:03:57.000""]",-0xDlYX5LM8
10.0,vggsound,-0yQTraiAUY_30,https://www.youtube.com/watch?v=-0yQTraiAUY,"[""00:00:30.000"", ""00:00:40.000""]",-0yQTraiAUY
10.0,vggsound,-0yRK50zyTI_30,https://www.youtube.com/watch?v=-0yRK50zyTI,"[""00:00:30.000"", ""00:00:40.000""]",-0yRK50zyTI
10.0,vggsound,-0zIOEW3mM4_16,https://www.youtube.com/watch?v=-0zIOEW3mM4,"[""00:00:16.000"", ""00:00:26.000""]",-0zIOEW3mM4
10.0,vggsound,-0zIOEW3mM4_26,https://www.youtube.com/watch?v=-0zIOEW3mM4,"[""00:00:26.000"", ""00:00:36.000""]",-0zIOEW3mM4
10.0,vggsound,-10VmSN3WzE_159,https://www.youtube.com/watch?v=-10VmSN3WzE,"[""00:02:39.000"", ""00:02:49.000""]",-10VmSN3WzE
10.0,vggsound,-10VmSN3WzE_218,https://www.youtube.com/watch?v=-10VmSN3WzE,"[""00:03:38.000"", ""00:03:48.000""]",-10VmSN3WzE
10.0,vggsound,-11sNcJejws_3,https://www.youtube.com/watch?v=-11sNcJejws,"[""00:00:03.000"", ""00:00:13.000""]",-11sNcJejws
10.0,vggsound,-12PNUDVUjA_29,https://www.youtube.com/watch?v=-12PNUDVUjA,"[""00:00:29.000"", ""00:00:39.000""]",-12PNUDVUjA
10.0,vggsound,-16xdxkRgXY_1,https://www.youtube.com/watch?v=-16xdxkRgXY,"[""00:00:01.000"", ""00:00:11.000""]",-16xdxkRgXY
10.0,vggsound,-16xdxkRgXY_12,https://www.youtube.com/watch?v=-16xdxkRgXY,"[""00:00:12.000"", ""00:00:22.000""]",-16xdxkRgXY
10.0,vggsound,-17HGDPd8gE_30,https://www.youtube.com/watch?v=-17HGDPd8gE,"[""00:00:30.000"", ""00:00:40.000""]",-17HGDPd8gE
10.0,vggsound,-18TGb1WmO8_23,https://www.youtube.com/watch?v=-18TGb1WmO8,"[""00:00:23.000"", ""00:00:33.000""]",-18TGb1WmO8
10.0,vggsound,-19HsqaVOHU_3,https://www.youtube.com/watch?v=-19HsqaVOHU,"[""00:00:03.000"", ""00:00:13.000""]",-19HsqaVOHU
10.0,vggsound,-19HsqaVOHU_19,https://www.youtube.com/watch?v=-19HsqaVOHU,"[""00:00:19.000"", ""00:00:29.000""]",-19HsqaVOHU
10.0,vggsound,-1ABuaSkkio_30,https://www.youtube.com/watch?v=-1ABuaSkkio,"[""00:00:30.000"", ""00:00:40.000""]",-1ABuaSkkio
10.0,vggsound,-1B4--7U1xY_2,https://www.youtube.com/watch?v=-1B4--7U1xY,"[""00:00:02.000"", ""00:00:12.000""]",-1B4--7U1xY
10.0,vggsound,-1B4--7U1xY_64,https://www.youtube.com/watch?v=-1B4--7U1xY,"[""00:01:04.000"", ""00:01:14.000""]",-1B4--7U1xY
10.0,vggsound,-1BLaahvBSM_266,https://www.youtube.com/watch?v=-1BLaahvBSM,"[""00:04:26.000"", ""00:04:36.000""]",-1BLaahvBSM
10.0,vggsound,-1BLaahvBSM_1048,https://www.youtube.com/watch?v=-1BLaahvBSM,"[""00:17:28.000"", ""00:17:38.000""]",-1BLaahvBSM
10.0,vggsound,-1BtY81-D54_130,https://www.youtube.com/watch?v=-1BtY81-D54,"[""00:02:10.000"", ""00:02:20.000""]",-1BtY81-D54
10.0,vggsound,-1C5GLtgcbY_30,https://www.youtube.com/watch?v=-1C5GLtgcbY,"[""00:00:30.000"", ""00:00:40.000""]",-1C5GLtgcbY
10.0,vggsound,-1C5GLtgcbY_60,https://www.youtube.com/watch?v=-1C5GLtgcbY,"[""00:01:00.000"", ""00:01:10.000""]",-1C5GLtgcbY
10.0,vggsound,-1Cvs1_xWW4_0,https://www.youtube.com/watch?v=-1Cvs1_xWW4,"[""00:00:00.000"", ""00:00:10.000""]",-1Cvs1_xWW4
10.0,vggsound,-1EXhfqLLwQ_150,https://www.youtube.com/watch?v=-1EXhfqLLwQ,"[""00:02:30.000"", ""00:02:40.000""]",-1EXhfqLLwQ
10.0,vggsound,-1EeNriiRN0_443,https://www.youtube.com/watch?v=-1EeNriiRN0,"[""00:07:23.000"", ""00:07:33.000""]",-1EeNriiRN0
10.0,vggsound,-1GJQ3c94jQ_97,https://www.youtube.com/watch?v=-1GJQ3c94jQ,"[""00:01:37.000"", ""00:01:47.000""]",-1GJQ3c94jQ
10.0,vggsound,-1JmE4eV4zE_442,https://www.youtube.com/watch?v=-1JmE4eV4zE,"[""00:07:22.000"", ""00:07:32.000""]",-1JmE4eV4zE
10.0,vggsound,-1KVzbdvkdg_6,https://www.youtube.com/watch?v=-1KVzbdvkdg,"[""00:00:06.000"", ""00:00:16.000""]",-1KVzbdvkdg
10.0,vggsound,-1KVzbdvkdg_54,https://www.youtube.com/watch?v=-1KVzbdvkdg,"[""00:00:54.000"", ""00:01:04.000""]",-1KVzbdvkdg
10.0,vggsound,-1LGZONdjkY_22,https://www.youtube.com/watch?v=-1LGZONdjkY,"[""00:00:22.000"", ""00:00:32.000""]",-1LGZONdjkY
10.0,vggsound,-1LGZONdjkY_64,https://www.youtube.com/watch?v=-1LGZONdjkY,"[""00:01:04.000"", ""00:01:14.000""]",-1LGZONdjkY
