video_clip_name,timestamp,class,group_name
YA_ogi8bJeQ,79,airplane,train
uGwfD_tW8sE,33,airplane,train
ypA8TfpdNMo,22,airplane,train
IBQRuNgHRjM,77,airplane,train
BdUgCoYxuWo,179,airplane,train
pbTc-d0mESY,211,airplane,train
Q8krGIiCBBQ,50,airplane,train
ETJOLbXNiwA,7,airplane,train
xRO2FFv_cfY,93,airplane,train
ZgYWgkF9-Kc,10,airplane,train
Lf9gpz3FRdA,26,airplane,train
yvwlcx0-xnY,609,airplane,train
Qo9LvkT9TVc,118,airplane,train
zqrhj3CJfv0,150,airplane,train
1GDAnA4hAqQ,105,airplane,train
W35Zzw2771g,163,airplane,train
5_Sf_gEfTcc,80,airplane,train
UTPT1WEZpZI,564,airplane,train
LRdnyAmPBQw,274,airplane,train
IWMDHC-1JMU,110,airplane,train
oyVDXSQ-SGM,140,airplane,train
dmbx596522o,107,airplane,train
T2UqyNgtgn8,438,airplane,train
ZTXkIwClSQ8,3,airplane,train
U8gvbrL-5DU,315,airplane,train
oqPu4UtUi4Q,47,airplane,train
JTEdufQI5GQ,522,airplane,train
kHum8R_CcR0,91,airplane,train
-6d7SNbycJg,33,airplane,train
R2qt8eIzCX8,97,airplane,train
qsyR8oAVZrA,180,airplane,train
OP6YNR3St38,116,airplane,train
UlnPRlIiMnQ,45,airplane,train
7zIWmTEKE0g,33,airplane,train
2ikc-RAks0w,935,airplane,train
2ikc-RAks0w,886,airplane,train
E1XIiHwe94U,138,airplane,train
OP6YNR3St38,22,airplane,train
xeNP2hhWmYA,188,airplane,train
mrQWjWsbJgU,516,airplane,train
J6mWziOiUL8,78,airplane,train
lNjwkYcjRgA,23,airplane,train
lRLkDN-dNRQ,38,airplane,train
i201XDHP3Ag,149,airplane,train
P09qD5REYso,73,airplane,train
OAiJxw7v9tw,180,airplane,train
V_xRSxKE1jg,142,airplane,train
FOIr3YDU9p8,518,airplane,train
Y9Oee-VRfVA,339,airplane,train
osfLkipt46g,518,airplane,train
O1dOtWlcxFE,0,airplane,train
Kci3xCPkRMg,34,airplane flyby,train
ybrViJtAHGA,0,airplane flyby,train
GU1yW1RAoWU,606,airplane flyby,train
aUCsTswOOMk,60,airplane flyby,train
ZXtjcG2NCWE,93,airplane flyby,train
04NubBoru-w,91,airplane flyby,train
ChCmJfn62OU,99,airplane flyby,train
m0g8unG06L8,13,airplane flyby,train
YdjsatpizhE,23,airplane flyby,train
3EcCYA68m_w,58,airplane flyby,train
YD3nYrnHdXg,62,airplane flyby,train
oblp76G2DmI,50,airplane flyby,train
xezp8RaWOP8,29,airplane flyby,train
e90dXmFfNAQ,3,airplane flyby,train
ZDjhFeewAH8,27,airplane flyby,train
L7xAWgcRYW8,86,airplane flyby,train
GjsAXnGB27M,42,airplane flyby,train
_DvAB5uL8XI,50,airplane flyby,train
0OZ985n1Q1s,5,airplane flyby,train
0OZ985n1Q1s,19,airplane flyby,train
04NubBoru-w,193,airplane flyby,train
gJWaT_ZjZz4,69,airplane flyby,train
jIhXi4NqTS4,92,airplane flyby,train
yZ1RDoHhAT0,84,airplane flyby,train
Kfp-G4NWyJs,118,airplane flyby,train
kAjcn4XruV4,185,airplane flyby,train
4a2cXp1KbnE,12,airplane flyby,train
ResVOStRodo,61,airplane flyby,train
Znvxy9ZzFhU,79,airplane flyby,train
AkUm0NDZTFs,31,airplane flyby,train
3-7zHlOi4T4,225,airplane flyby,train
ol8ZVX3qLQY,106,airplane flyby,train
ebKqlayfLtQ,70,airplane flyby,train
Y5rGyP6SSYM,71,airplane flyby,train
y87yY60QgBY,19,airplane flyby,train
DxkA3DTj80g,273,airplane flyby,train
5GuSg8BHO4w,80,airplane flyby,train
MAujzrodH74,43,airplane flyby,train
aUCsTswOOMk,1,airplane flyby,train
06T1OXnb36k,81,airplane flyby,train
mPQorpKX-Pg,7,airplane flyby,train
0Wzh7Hou30s,175,airplane flyby,train
aZqwav3PYpY,36,airplane flyby,train
Hp_l6sICOzE,30,airplane flyby,train
ResVOStRodo,101,airplane flyby,train
TIFClcHnwUs,56,airplane flyby,train
ybrViJtAHGA,10,airplane flyby,train
cp-ZI_fQ1l0,154,airplane flyby,train
ydRL3oSqzWg,1,airplane flyby,train
m33X6FsV4sQ,250,airplane flyby,train
Pl7SlZoPP_I,64,airplane flyby,train
pqElMm80SX8,8,airplane flyby,train
EhqgFu5IhDk,136,airplane flyby,train
wUJW48s0dhU,104,airplane flyby,train
2vxSUXEjXto,40,airplane flyby,train
wi7a8RtBV4M,4,airplane flyby,train
pAsh4UTOFPw,36,airplane flyby,train
7cWBAygFKFQ,57,airplane flyby,train
Hp_l6sICOzE,13,airplane flyby,train
qb-RgF59LkM,597,airplane flyby,train
g867u70Oczo,16,airplane flyby,train
8m6ktbBTe0A,106,airplane flyby,train
L0G4Hwi88cc,17,airplane flyby,train
snMHDoaKPIY,57,airplane flyby,train
qJFnDfvUVGc,119,airplane flyby,train
11sEP1xzI-U,230,airplane flyby,train
PYo7P9sWaAE,66,airplane flyby,train
K3HC7cgJL3U,116,airplane flyby,train
50btuV9sY60,82,airplane flyby,train
Ns2-wPrXP10,39,airplane flyby,train
K1Lnj6PQ89Y,10,airplane flyby,train
cjUq5_HBWaM,4,airplane flyby,train
VbQN82-Ww0A,44,airplane flyby,train
N4kbBV1DswA,30,airplane flyby,train
MaNxByI14AM,17,airplane flyby,train
4j-_8M8qWk0,39,airplane flyby,train
m9fqctuD2iY,113,airplane flyby,train
MwdFZ8xFUjU,54,airplane flyby,train
KVAiGYBrajs,108,airplane flyby,train
bkH3khklMuk,110,airplane flyby,train
GTo5BqlFIZk,7,airplane flyby,train
HHhUUkFV8S0,211,airplane flyby,train
KqMcCDon_hg,190,airplane flyby,train
8JSG6LrK1FY,34,airplane flyby,train
BVsAwIUsFF0,113,airplane flyby,train
DwbngmoPa_M,165,airplane flyby,train
Tv0lPdsy2bY,612,airplane flyby,train
BvXIiiGWbO0,210,airplane flyby,train
AEYHGwajegY,276,airplane flyby,train
2DPy0aCkSEk,3,airplane flyby,train
EeOsZwM3Nxc,35,airplane flyby,train
Q55RfpBka8w,40,airplane flyby,train
LZ34HTfX8nU,67,airplane flyby,train
jVPi3Baz8k4,20,airplane flyby,train
fGAl2WS0aUY,12,airplane flyby,train
I9gELPxPG8Q,94,airplane flyby,train
BVsAwIUsFF0,123,airplane flyby,train
Bu06vEi_7XA,135,airplane flyby,train
532JfxIQ6Lw,54,airplane flyby,train
eisk1CSIUK4,73,airplane flyby,train
kl5NoSirGzI,169,airplane flyby,train
hbx0FqVoB_o,6,airplane flyby,train
IqsIKbDTSHo,77,airplane flyby,train
WgzBUA51Ixs,202,airplane flyby,train
EJUBsWqzVfs,2,airplane flyby,train
nCLoecW2VzM,61,airplane flyby,train
tHOs4zebKis,270,airplane flyby,train
DJYnTgPJRVU,312,airplane flyby,train
PCDSJpPX_E8,79,airplane flyby,train
6cp2Ul7Fltc,178,airplane flyby,train
fDODWiSNH-E,87,airplane flyby,train
Yg8YFu_iPXE,49,airplane flyby,train
NQQqTAFuFxw,127,airplane flyby,train
AUh0Il_pUoU,11,airplane flyby,train
IROlWFygHww,28,airplane flyby,train
2SoSuBlls7o,80,airplane flyby,train
3PsRqJrFiSM,104,airplane flyby,train
C7oIVJbaHHc,120,airplane flyby,train
9UPjyNjGPLk,112,airplane flyby,train
3o-Eaixw6ec,359,airplane flyby,train
pr9Ot9KGVLc,107,airplane flyby,train
GnEpu2mb2oI,112,airplane flyby,train
PIBYv3TRh2U,21,airplane flyby,train
ChCmJfn62OU,86,airplane flyby,train
SLfww_Lj2dM,4,airplane flyby,train
rAxdCMD7feY,306,airplane flyby,train
TUoc-XL84U4,3,airplane flyby,train
3PsRqJrFiSM,2,airplane flyby,train
6VSjuDF_hJw,201,airplane flyby,train
vyqIvd4elhU,76,airplane flyby,train
7FyAsrrh4lk,32,airplane flyby,train
xeS25F6uHic,123,airplane flyby,train
Z-sb1drGPmE,4,airplane flyby,train
nUH8Ew3f12Q,9,airplane flyby,train
hLDV1gt3PYQ,3,airplane flyby,train
xgZI4tAoMN0,25,airplane flyby,train
3Okx0T5vpFc,97,airplane flyby,train
aXeovsFgEfc,17,airplane flyby,train
q8pYwwWZF-c,325,airplane flyby,train
3A0AlepZY7c,109,airplane flyby,train
Ze6cAL1XHpg,33,airplane flyby,train
TDkYBeCbShE,108,airplane flyby,train
Gx0RYkBWTE0,16,airplane flyby,train
oPv3MTbcs-E,62,alarm clock ringing,train
4h4KxP5_t6k,38,alarm clock ringing,train
32WjWeBFCeM,123,alarm clock ringing,train
S--31jkFH8w,13,alarm clock ringing,train
SJALS-pnNHE,75,alarm clock ringing,train
_qv5DKiK7nE,47,alarm clock ringing,train
7xOyT74Ne-s,143,alarm clock ringing,train
H4CkDTUxSPQ,256,alarm clock ringing,train
-rE8CpfEUxQ,60,alarm clock ringing,train
6mKOGZU0xMQ,3,alarm clock ringing,train
AbYNOJHGySs,78,alarm clock ringing,train
IPCpCk055mI,35,alarm clock ringing,train
YlpOZqnLeEs,125,alarm clock ringing,train
fpfiQYp5LdY,12,alarm clock ringing,train
X6DIkNFrsBg,44,alarm clock ringing,train
7GJ9EGKOxSI,200,alarm clock ringing,train
bh3M0wYsW1k,76,alarm clock ringing,train
Zv3qUdOPu0A,51,alarm clock ringing,train
wCPEfqnHzNc,67,alarm clock ringing,train
7M3_CgCy9jE,48,alarm clock ringing,train
i8S5m_VUmzw,191,alarm clock ringing,train
FuiLqXgVu18,0,alarm clock ringing,train
Kx8xFS9jbjg,4,alarm clock ringing,train
BxXl5j9qEuc,68,alarm clock ringing,train
CJjTs72p1gI,2,alarm clock ringing,train
pNmT2l7Wk2I,60,alarm clock ringing,train
ABbj9XFAW2A,70,alarm clock ringing,train
O7KCtFRaWck,108,alarm clock ringing,train
7plJldZIFhg,13,alarm clock ringing,train
yQyWzrkduvo,203,alarm clock ringing,train
8nEiCAJb58Q,134,alarm clock ringing,train
GK9b04Q2X90,18,alarm clock ringing,train
DjqOjkoVu3M,153,alarm clock ringing,train
BBRDRggGsdk,147,alarm clock ringing,train
NGjxaXAOb2Y,108,alarm clock ringing,train
5URi2MBQ6WE,175,alarm clock ringing,train
63A9b-BMzbg,14,alarm clock ringing,train
kqxM7ILknbA,50,alarm clock ringing,train
GeAI5YxW-7A,148,alarm clock ringing,train
tGOv8jm_5-A,40,alarm clock ringing,train
R_xO8kMthV4,18,alarm clock ringing,train
aWREd8i2VAY,14,alarm clock ringing,train
_qv5DKiK7nE,68,alarm clock ringing,train
3cLmAjCl0hE,430,alarm clock ringing,train
yQyWzrkduvo,214,alarm clock ringing,train
53ohFLBl0iE,70,alarm clock ringing,train
XeNIEE81lnY,0,alarm clock ringing,train
53ohFLBl0iE,52,alarm clock ringing,train
JA4NSoCs-Q0,408,alarm clock ringing,train
bmnvxtJp34w,0,alarm clock ringing,train
F6GCsi_fXtg,1,alarm clock ringing,train
bGGbsXuyOpU,11,alarm clock ringing,train
oe53WUfjuGk,67,alarm clock ringing,train
n9etMRi77Wo,273,alarm clock ringing,train
5uwzHqZn-Os,41,alarm clock ringing,train
AJaIN729lc8,119,alarm clock ringing,train
1N5Bl4Zk-dE,26,alarm clock ringing,train
4ssWujrqMhs,29,alarm clock ringing,train
CmIgUQlwOKw,511,alarm clock ringing,train
9CMOkeXBTV4,0,alarm clock ringing,train
JXE67pXH8d4,65,alarm clock ringing,train
8TW6eA6hIS4,84,alarm clock ringing,train
AO4Rp4DQXCw,358,alarm clock ringing,train
yk1pg24IRVo,4,alarm clock ringing,train
DUlxiX4ri1Q,45,alarm clock ringing,train
XLkWR26WwnM,82,alarm clock ringing,train
Lmww-G46Zh0,240,alarm clock ringing,train
7x39_-ze2r4,1,alarm clock ringing,train
woYqaM7SJi4,138,alarm clock ringing,train
zcUERguR0xg,12,alarm clock ringing,train
jLmmTynzFPw,8,alarm clock ringing,train
