video_clip_name,timestamp,class,group_name
q8Hn4GBT8Do,151,playing bass guitar,train
24HPf9CJYVU,30,"male speech, man speaking",train
X3cvyiP4ung,30,"vehicle horn, car horn, honking",train
BqSJFLw7mC8,10,fireworks banging,train
I-WVfrMVJ_E,34,female singing,train
yK6SElhbznA,30,police car (siren),train
DgcMNdTwHIg,288,playing squash,train
5s_dt7J0Mz8,30,playing electric guitar,train
xAFn8m4eWoc,45,frog croaking,train
1eVRq4bFKqI,11,frog croaking,train
xVou9mYVF5w,30,fireworks banging,train
mOGsMOMkS-c,120,police car (siren),train
JTomOXy6jE0,20,driving motorcycle,train
GXIrtKSFXaM,30,playing accordion,train
3w7rj-KHCqE,30,male singing,train
e76EIU1l38I,30,"pigeon, dove cooing",train
zQOPb18d9LA,310,basketball bounce,train
kiNGotaiDVA,30,"male speech, man speaking",train
BRieV0pFOHA,30,male singing,train
TlIX0Gs5Ut4,30,playing banjo,train
Qj2HvQRIfB8,10,fireworks banging,train
1E35uS6Zcr0,30,"male speech, man speaking",train
5UEANjv4EaQ,3,police car (siren),train
qwcG0StUxuc,50,driving motorcycle,train
dMPBEHJU_WI,30,playing electric guitar,train
-AEIKTejHRo,308,playing tabla,train
AA0N8XMqx9s,30,"rowboat, canoe, kayak rowing",train
sH8aor2ki0Q,340,driving buses,train
V4O7pCwG8R4,0,driving motorcycle,train
LKoHHk6XzQQ,70,ambulance siren,train
g1MnNMSWTwo,163,singing bowl,train
GGE4j6rb-tA,30,ambulance siren,train
ilzA_NxxGZA,360,"race car, auto racing",train
9zx8L5w1uSQ,0,"engine accelerating, revving, vroom",train
jSUPYr6F-hk,30,"pigeon, dove cooing",train
E3YoUEaY1p4,30,"male speech, man speaking",train
IJD_RBMwAHw,160,playing saxophone,train
h1dmKyj9kN0,172,tap dancing,train
7JUGrME4RDQ,70,playing bass guitar,train
MQyPR8I7Aiw,30,helicopter,train
FbUfifj5GZo,30,chainsawing trees,train
tJS719FwOew,20,"bird chirping, tweeting",train
9CvtQkZHJ7A,24,"pigeon, dove cooing",train
61rHJ_RSy5o,30,female singing,train
OTmVuNwtUBI,30,ocean burbling,train
4PChUVxDHK8,30,driving buses,train
rpBs3Bv_lyo,220,playing flute,train
JKxA8L2rw3Y,42,singing bowl,train
Wvy75Tj1hEk,10,fireworks banging,train
knkyndRxgVE,190,playing bass guitar,train
Ux3OmjrgVm0,145,playing theremin,train
e4SASWNm5AI,0,ambulance siren,train
wdlfOAR03iY,0,playing glockenspiel,train
YrNR7JJz_VQ,196,tap dancing,train
-ZMb-QiqDJY,30,playing cello,train
prEsPioesIg,30,female singing,train
f6wk1t3QqK8,68,playing tabla,train
iVuXdjmbTvk,150,playing saxophone,train
9ttyGMtt5T0,10,people crowd,train
SA-oLmPjYqo,260,male singing,train
WGhollZ7z5o,8,tap dancing,train
Tiat8BI5Cjs,69,playing saxophone,train
wVCbjhnROa8,11,singing bowl,train
UeiJsrfnxso,30,playing acoustic guitar,train
HVcIvI85vHY,5,tap dancing,train
DcmrZt1jgWM,50,playing flute,train
17artzV0sFU,30,playing harpsichord,train
cAl2UBSgCZU,13,"vehicle horn, car horn, honking",train
-syhUVhO304,120,playing didgeridoo,train
Dgti6ympdTQ,70,"race car, auto racing",train
CArbIW4wSvI,30,"female speech, woman speaking",train
XbTIgNs-0Ng,30,playing drum kit,train
XYa8bVssUgw,10,people crowd,train
U-NVFRJ0M9A,160,"female speech, woman speaking",train
x_F1Ki92vz4,10,"playing marimba, xylophone",train
2y6cgp3y8pM,30,playing bass guitar,train
QoMs1Oq75Bw,0,playing trombone,train
raM8Lp0aGCk,139,playing theremin,train
TsJ4TqdJ8Ps,30,"rowboat, canoe, kayak rowing",train
UobCBov9bOM,30,playing drum kit,train
DnfJufBizQs,7,"vehicle horn, car horn, honking",train
MkpJ3_ik4ag,290,playing cello,train
30mEPczULtk,30,playing electric guitar,train
0BKDTGRdzn8,60,"race car, auto racing",train
1hd_sNa5zoE,30,"motorboat, speedboat acceleration",train
vmcxP4C1OZQ,30,playing harpsichord,train
3umJA3JQuxY,30,"engine accelerating, revving, vroom",train
_EdOL3mWsZg,124,chainsawing trees,train
C51XXwDWYL4,104,tap dancing,train
CJE2xlju-ok,20,"bird chirping, tweeting",train
rvoKMS0e8wo,30,driving buses,train
8vFhyKKifSA,30,"motorboat, speedboat acceleration",train
YotMwwixPsw,138,tap dancing,train
9LNuWqOQP5Q,110,basketball bounce,train
Pg0dzAGvGoo,130,playing piano,train
yiAGfpA7NaU,30,"vehicle horn, car horn, honking",train
P65PjqaxoGs,90,playing piano,train
fS3QGVt0D8k,420,fireworks banging,train
hQgbMy1AtYk,10,playing cymbal,train
P7rOihD-rd4,36,"vehicle horn, car horn, honking",train
6KyGoWk7yMw,18,ambulance siren,train
2nFyDtm74_w,90,basketball bounce,train
4-SZ0BRns30,170,"vehicle horn, car horn, honking",train
5Fb4UB7Rw2Q,330,helicopter,train
GOSEVs-vFDk,210,playing clarinet,train
VwBBYG9MdbM,12,"vehicle horn, car horn, honking",train
lPla0_Efqdg,3,playing tabla,train
aMLiQ2_0MLM,299,playing bass guitar,train
l6e_BbF6JYA,10,fireworks banging,train
7-3VvIbVJ7M,80,police car (siren),train
raszoN2XE-U,80,playing clarinet,train
XFgKUU1zx4U,30,female singing,train
IRT2uAezCZo,166,playing bassoon,train
RUV9iDQ-MMU,150,playing banjo,train
wf_R3e5VR-s,30,playing cymbal,train
q6tAwDXPUxo,14,playing theremin,train
HXBAxhkb9oU,49,playing didgeridoo,train
5JAQbJ3Hf0w,4,tap dancing,train
4uCT8NgRUtI,30,female singing,train
el4qyJFJmbI,160,basketball bounce,train
uZpc4y1rtE8,30,playing cello,train
EeLJUdv1oEE,51,playing harpsichord,train
Ohyo-1vZ-Z8,46,playing bassoon,train
5rHrAEnc7k0,30,playing electric guitar,train
9LEo8IEi6Fc,30,"playing violin, fiddle",train
gcwYBOgObHk,170,fireworks banging,train
9qSmJX2rmSY,10,helicopter,train
CSc9azy7cgU,160,driving motorcycle,train
iUVnS10DXpc,200,playing electric guitar,train
n2PdN5SWW-c,105,tap dancing,train
loT7sgt4u6k,210,people crowd,train
pI6R7h66mx4,180,"playing marimba, xylophone",train
D83XSenyRHU,190,"railroad car, train wagon",train
jPgPIxKg76s,1,playing glockenspiel,train
XZ7Mf7GMkko,10,chainsawing trees,train
WGxN9lY2Wz0,30,"pigeon, dove cooing",train
eMFfayuC-5c,25,playing glockenspiel,train
4hkwDZ0lzVI,30,male singing,train
Ujo_UTgIR9w,90,playing bass guitar,train
R-l5VYgYN2k,169,"railroad car, train wagon",train
NEb_bo_zT4c,20,"subway, metro, underground",train
keNmi7UyZac,26,frog croaking,train
N4zpRFp1zsM,162,playing squash,train
-OotdhPEnos,30,"male speech, man speaking",train
iJeot52dNaQ,17,playing glockenspiel,train
uZTnpFwgeR4,30,people crowd,train
EhVm3y8dJgU,20,"rowboat, canoe, kayak rowing",train
aL1NhFQH3R8,30,"race car, auto racing",train
5XJCM4-UJtE,30,"male speech, man speaking",train
na8IT__F9EY,239,playing glockenspiel,train
64epE-m1-ns,30,"male speech, man speaking",train
wxdp09G7Cs0,16,playing flute,train
0tP73rOa9G8,310,playing cello,train
y9nJURtpkqQ,470,helicopter,train
oVEc_1RWoSg,38,playing cymbal,train
HG34Zw-1KTQ,20,"engine accelerating, revving, vroom",train
YVa-9yzNwtU,131,playing cello,train
XfZl_5cIdXE,0,people crowd,train
OffnW5wst1Q,30,orchestra,train
9o4nsfy1EYE,20,playing cymbal,train
j_r1WBwDosQ,90,helicopter,train
ODC1iQg91y4,40,driving buses,train
mNPFjqiX0FI,60,playing cymbal,train
GMyK2UU8-cQ,30,"pigeon, dove cooing",train
3yoo27Wb02M,10,playing banjo,train
1dGhZHcNz2o,30,male singing,train
-RnWcqsgvyc,30,"male speech, man speaking",train
184fSyIsuOs,30,playing bass guitar,train
s9458ZjlLKs,205,playing squash,train
N-9HLIfELcc,70,helicopter,train
SU9MuFua0Ds,33,playing cymbal,train
qtSoF6YhxYE,250,"subway, metro, underground",train
iV2MomC0z50,96,playing squash,train
FoAcBd6xkOI,30,orchestra,train
nPijg8uU0Xo,30,"rowboat, canoe, kayak rowing",train
2SBiK81rrZI,80,driving buses,train
EOKUV6hgMhM,122,helicopter,train
C3DGILiG2TM,180,playing piano,train
ase1PyMJ9iw,30,playing cello,train
1qFF6k7Lzb8,30,playing trombone,train
ILlu_6T-L6U,30,playing harpsichord,train
Vyorh5vFoOI,251,playing cymbal,train
DSOadme3cM8,40,ambulance siren,train
q2_ymCGpJdE,180,playing accordion,train
kGfvNPk_h6M,50,chainsawing trees,train
D721B68th9c,10,"subway, metro, underground",train
Dz8c0cjKU1Y,184,playing squash,train
XA-1bkQR6Ys,340,driving buses,train
_YwctxsHY1g,110,"railroad car, train wagon",train
0Cl-hSMESWU,80,playing banjo,train
04b-ZsqTo3Y,30,playing bass guitar,train
aKsed7AdsT0,13,playing glockenspiel,train
4BXHzF0SJio,30,female singing,train
HtvfLb7kHwQ,1,playing tabla,train
qIVYSR7mEQE,340,"railroad car, train wagon",train
nP9_duu5FL0,6,"vehicle horn, car horn, honking",train
w5U02WaxSJs,10,playing banjo,train
ZkIS-r4AH3U,30,ambulance siren,train
25hXjUt-XBY,30,"playing marimba, xylophone",train
2y8u6nNdXMI,260,playing cymbal,train
4YTAMbBr0zs,112,playing flute,train
UKAZMzymtMU,0,"vehicle horn, car horn, honking",train
1k-ZxPuRH0A,160,driving motorcycle,train
MrHp70quN94,30,"motorboat, speedboat acceleration",train
SeDwIzZp6EE,20,playing saxophone,train
FZLkn33-2u4,50,playing drum kit,train
6qhJaGa5JmQ,30,playing clarinet,train
9ZuaN3lQhj4,30,"female speech, woman speaking",train
hvmheHRmmSg,90,helicopter,train
29y1jdo96jw,0,chainsawing trees,train
63YbWqX2KDo,30,"male speech, man speaking",train
4paU4HWkIag,10,playing harp,train
YVi3PE2uZ6U,30,"pigeon, dove cooing",train
tbMOQfDIDYs,10,chainsawing trees,train
sz95d6EW9Xs,110,playing bass guitar,train
82RqdFoi9IE,50,ambulance siren,train
EQlJQYneXWQ,109,tap dancing,train
6SE478ODKI0,100,people crowd,train
TdTyYSs9BfA,160,playing saxophone,train
3b7EV4XZuMY,30,male singing,train
NR_LXkTKLn0,36,playing glockenspiel,train
nJ2M25I7PQc,116,playing harp,train
BoPh1a-H9tA,30,"pigeon, dove cooing",train
qHx9jRrIpBc,10,people crowd,train
5uoAzMT4ZxQ,30,"playing violin, fiddle",train
5SsHCUwgIK8,30,"female speech, woman speaking",train
35IazHvclDI,39,"subway, metro, underground",train
q8w7FjU5WJo,16,frog croaking,train
Fy_AYiYHXhw,2,playing glockenspiel,train
pENva-e4m9o,170,"playing marimba, xylophone",train
hE7Ji50cq0s,120,playing saxophone,train
uIvML-TrnNQ,405,"female speech, woman speaking",train
dzwhvdIaouc,20,driving motorcycle,train
27s1P4Oy2W4,30,playing acoustic guitar,train
xcv76jswLHQ,50,playing piano,train
fpqhQfCZJlk,30,playing harpsichord,train
xbg0_mQOxM0,7,police car (siren),train
9z23iNxSMqI,30,ocean burbling,train
KUtrHWgNxpM,270,driving buses,train
53lfIFXFhWA,120,"playing marimba, xylophone",train
28urcBDSIjc,64,playing tabla,train
6zxadEI7Dzk,190,playing acoustic guitar,train
rVvUyN0N64M,90,"subway, metro, underground",train
NU9RO_v52e4,331,"bird chirping, tweeting",train
3Bgfs4cJjnU,30,"female speech, woman speaking",train
pIv47z5eewY,20,playing saxophone,train
6N2spJt3rJA,190,driving motorcycle,train
-ztsjdrEqVQ,30,driving motorcycle,train
gmmKjrlHyPM,30,"motorboat, speedboat acceleration",train
wiJRGqA4fOg,22,driving buses,train
68eMtpUW8HA,70,ocean burbling,train
1wnBMYlSkLA,30,playing bass guitar,train
IJHDhkDsztU,30,police car (siren),train
dR06PWFQFWM,30,"pigeon, dove cooing",train
zmebqOWBrHY,30,"pigeon, dove cooing",train
cwiLxs7kvc8,30,"playing violin, fiddle",train
SGdSYIOgeSg,30,chainsawing trees,train
FYhodefrsbI,20,driving motorcycle,train
rvJ5mYmGJWo,30,playing harpsichord,train
3vYoIU0jv60,30,"playing violin, fiddle",train
jbfeFGnTb5I,21,"vehicle horn, car horn, honking",train
1x1D95sfsL0,30,playing drum kit,train
7iDeT13gpsw,30,"male speech, man speaking",train
6f9qVGJcDPc,0,ambulance siren,train
0B4GqmLyoag,30,male singing,train
8qUrOKhRdtQ,50,"playing marimba, xylophone",train
-yGno5_ywmA,30,playing flute,train
7Kz_3O5q-Ew,30,female singing,train
vCFXfjpajUU,30,playing saxophone,train
jQ4YKwOBDSQ,30,"subway, metro, underground",train
UayrZexCk6Y,31,playing tabla,train
EOfQTsaIKgw,13,"rowboat, canoe, kayak rowing",train
3d3Ph7yf8UY,421,playing tabla,train
142TlfBU5PY,130,playing flute,train
Ohha7wTZB7w,30,ambulance siren,train
FXXBXAJa_RU,30,helicopter,train
l_8O4PRwn4A,40,male singing,train
WlYMzur3u24,120,orchestra,train
6cnOGKuppiY,34,"engine accelerating, revving, vroom",train
obPH2kq4lSs,10,police car (siren),train
HDDxzqEUy74,142,police car (siren),train
No0ML-J-Ep4,40,playing piano,train
Qra01VkBoro,320,playing trombone,train
prH2lS0FFWM,30,"rowboat, canoe, kayak rowing",train
Ffvr7pHqzUQ,30,"playing violin, fiddle",train
KawfCh0J29g,20,"railroad car, train wagon",train
4IW2qG5nhG8,80,people crowd,train
lITCwdPTL_M,3,playing glockenspiel,train
kTMJb3Rkka0,30,"playing violin, fiddle",train
mQ6bcRmTNJQ,191,playing theremin,train
GvZieRWjuQc,30,playing electric guitar,train
T9SKqJLn1bc,30,"engine accelerating, revving, vroom",train
HrSxiW1QPe4,40,"rowboat, canoe, kayak rowing",train
7HAvFA5UJPc,30,"motorboat, speedboat acceleration",train
_8AymS96IKo,246,playing theremin,train
-kTClnq8gL0,30,"female speech, woman speaking",train
2gvF4EraFvA,182,singing bowl,train
dzmaaBflZ3w,194,basketball bounce,train
Rr5-R3ZydfI,130,"playing marimba, xylophone",train
PqPZ4idfr8Y,0,"subway, metro, underground",train
4BUKAcdGfaI,9,tap dancing,train
IS9n31HdN6E,110,"race car, auto racing",train
DWjrhCewhCg,30,"male speech, man speaking",train
bYeEolwbI9U,30,playing cello,train
K9exdKJkumA,40,playing clarinet,train
qqe1M447e8I,250,"railroad car, train wagon",train
5oLW0epzQ2c,2,"motorboat, speedboat acceleration",train
IAcIk-LL7CA,14052,"bird chirping, tweeting",train
DiQlGnw4L88,30,"female speech, woman speaking",train
6ZzaXb3-voU,30,male singing,train
fSZzyGAZ1Pg,70,"female speech, woman speaking",train
x41vxSm2Ozs,170,basketball bounce,train
yPcqvdeXPso,280,helicopter,train
296yTJSr6uI,430,"railroad car, train wagon",train
E-rs15agsBA,70,orchestra,train
YnlTNLDo9f4,80,"subway, metro, underground",train
Pp8xJVlQLiM,135,playing banjo,train
FgX7zITG2BY,30,playing saxophone,train
qqlHAux_H00,160,playing accordion,train
ABMUQJOY2jI,5,basketball bounce,train
dVxK39fy8_4,0,"bird chirping, tweeting",train
1D16NQS1m_8,0,playing saxophone,train
bgrd6l6A2hA,20,"vehicle horn, car horn, honking",train
jNoXVTje_Hw,150,chainsawing trees,train
tsUtiptmTdE,0,"bird chirping, tweeting",train
fz3xuwNUIWE,180,"playing violin, fiddle",train
wDbKg0B3Zd0,125,singing bowl,train
SsKj41-Cc6s,30,"subway, metro, underground",train
5Cvfu-K0loc,24,playing harp,train
76F4Nj02VuQ,30,playing flute,train
VK4adRAkXP0,79,playing harp,train
AwHupnbzjOU,10,driving motorcycle,train
BzC2Y7m7v10,200,playing accordion,train
92XyAUGE5Vk,71,playing didgeridoo,train
YLb_yF-_DLs,175,playing theremin,train
7hEUPWjWkQE,30,"male speech, man speaking",train
2tPAbgpeYkg,30,"male speech, man speaking",train
brGwBBIiVLA,556,"vehicle horn, car horn, honking",train
LeMDBew5Jmk,10,playing cello,train
vW2AwT3a0X0,240,"pigeon, dove cooing",train
rSTR-we8M4k,16,"vehicle horn, car horn, honking",train
hBHyFeeyyDg,0,playing accordion,train
5XRsOKjt6ho,210,playing cymbal,train
E1lBmPjQesM,60,"railroad car, train wagon",train
HZWl58g59I4,160,playing glockenspiel,train
WKnueQouMaY,234,playing accordion,train
x_sNyP60PAE,10,"race car, auto racing",train
83pzmLsogt4,79,"playing marimba, xylophone",train
yXJFfcaMato,105,playing theremin,train
TvVR7kENYss,360,"railroad car, train wagon",train
nxWejVl-M-8,450,playing flute,train
BTsQEhsfOWs,30,playing accordion,train
9jYHyxOpUrA,88,playing tabla,train
KzKDk-UgS54,30,"engine accelerating, revving, vroom",train
yeIgUGYvbM8,40,playing tabla,train
dB1Q_knfSng,60,"bird chirping, tweeting",train
G9fePINE3lU,26,frog croaking,train
ogKjk39vz6c,30,driving buses,train
YkzP-MxXAO8,70,"engine accelerating, revving, vroom",train
U8iZeXR9l_w,75,playing glockenspiel,train
pQC0XEn4Wkg,420,"race car, auto racing",train
rn9MQhLs1zc,190,playing trombone,train
2mvm1MHr0KQ,10,ocean burbling,train
jzA3umj_Xno,0,male singing,train
T3B1KIprcTE,70,"race car, auto racing",train
MwtiEZFJEoo,34,playing cymbal,train
V43SOUN7CS8,17,singing bowl,train
yGc-PXHMSgY,40,"rowboat, canoe, kayak rowing",train
2UQ9v6Uyafg,30,"male speech, man speaking",train
hAq-SKrLpA8,160,"race car, auto racing",train
T3ImFC4d8R4,40,"race car, auto racing",train
ajd_A4RJIVw,110,ocean burbling,train
b7pXyD9PDn8,33,police car (siren),train
wylmw5cbxM8,101,playing squash,train
jc4_k0x6o9Q,30,"motorboat, speedboat acceleration",train
n4OkcYFbu7U,170,driving motorcycle,train
dEHRO9P-kNc,50,playing cymbal,train
20Nlj7Cz4E0,30,male singing,train
V9rflHVqoy4,324,singing bowl,train
QOnLbTwpDps,20,playing acoustic guitar,train
6xxtId0FW8Q,30,"female speech, woman speaking",train
9cQPJ7Df9aI,70,"subway, metro, underground",train
VMS_gOrUXXo,30,playing drum kit,train
OPVEPq_r-vk,110,playing saxophone,train
IW-ELVOdAjY,30,"playing violin, fiddle",train
YdK9tSz1Alw,24,playing squash,train
2y_aFU5sZoU,210,"bird chirping, tweeting",train
XmztCiHAFLw,30,"pigeon, dove cooing",train
QpckOIiAg_Y,30,playing drum kit,train
